state,load_value,time
PUNJAB,5752,1713246139.6161509
RAJASTHAN,12810,1713246139.6161509
UTTARAKHAND,1566,1713246139.6161509
UTTAR-PRADESH,17021,1713246139.6161509
CHANDIGARH,198,1713247007.7065105
HARYANA,5595,1713247007.7065105
HIMACHAL,1298,1713247007.7065105
J & K,2202,1713247007.7065105
PUNJAB,5735,1713247007.7065105
RAJASTHAN,12937,1713247007.7065105
UTTARAKHAND,1537,1713247007.7065105
UTTAR-PRADESH,16465,1713247007.7065105
CHANDIGARH,201,1713247908.7063084
HARYANA,5587,1713247908.7063084
HIMACHAL,1268,1713247908.7063084
J & K,2191,1713247908.7063084
PUNJAB,5653,1713247908.7063084
RAJASTHAN,12871,1713247908.7063084
UTTARAKHAND,1513,1713247908.7063084
UTTAR-PRADESH,16148,1713247908.7063084
CHANDIGARH,201,1713248807.5122359
HARYANA,5625,1713248807.5122359
HIMACHAL,1279,1713248807.5122359
J & K,2149,1713248807.5122359
PUNJAB,5653,1713248807.5122359
RAJASTHAN,13130,1713248807.5122359
UTTARAKHAND,1554,1713248807.5122359
UTTAR-PRADESH,15832,1713248807.5122359
CHANDIGARH,202,1713249749.9369423
HARYANA,5633,1713249749.9369423
HIMACHAL,1287,1713249749.9369423
J & K,2111,1713249749.9369423
PUNJAB,5591,1713249749.9369423
RAJASTHAN,12668,1713249749.9369423
UTTARAKHAND,1472,1713249749.9369423
UTTAR-PRADESH,15632,1713249749.9369423
CHANDIGARH,205,1713250607.7246916
HARYANA,5607,1713250607.7246916
HIMACHAL,1277,1713250607.7246916
J & K,2214,1713250607.7246916
PUNJAB,5547,1713250607.7246916
RAJASTHAN,12568,1713250607.7246916
UTTARAKHAND,1426,1713250607.7246916
UTTAR-PRADESH,15128,1713250607.7246916
CHANDIGARH,205,1713251507.9346995
HARYANA,5660,1713251507.9346995
HIMACHAL,1277,1713251507.9346995
J & K,2199,1713251507.9346995
PUNJAB,5529,1713251507.9346995
RAJASTHAN,12531,1713251507.9346995
UTTARAKHAND,1481,1713251507.9346995
UTTAR-PRADESH,15066,1713251507.9346995
CHANDIGARH,205,1713252407.3261232
HARYANA,5645,1713252407.3261232
HIMACHAL,1222,1713252407.3261232
J & K,2153,1713252407.3261232
PUNJAB,5521,1713252407.3261232
RAJASTHAN,12485,1713252407.3261232
UTTARAKHAND,1391,1713252407.3261232
UTTAR-PRADESH,14822,1713252407.3261232
CHANDIGARH,204,1713253307.2248156
HARYANA,5358,1713253307.2248156
HIMACHAL,1222,1713253307.2248156
J & K,2173,1713253307.2248156
PUNJAB,5094,1713253307.2248156
RAJASTHAN,12113,1713253307.2248156
UTTARAKHAND,1316,1713253307.2248156
UTTAR-PRADESH,14339,1713253307.2248156
CHANDIGARH,204,1713254207.4244392
HARYANA,5327,1713254207.4244392
HIMACHAL,1186,1713254207.4244392
J & K,2165,1713254207.4244392
PUNJAB,5085,1713254207.4244392
RAJASTHAN,12038,1713254207.4244392
UTTARAKHAND,1279,1713254207.4244392
UTTAR-PRADESH,13922,1713254207.4244392
CHANDIGARH,203,1713255107.1336427
HARYANA,5482,1713255107.1336427
HIMACHAL,1204,1713255107.1336427
J & K,2226,1713255107.1336427
PUNJAB,5169,1713255107.1336427
RAJASTHAN,11984,1713255107.1336427
UTTARAKHAND,1354,1713255107.1336427
UTTAR-PRADESH,13817,1713255107.1336427
CHANDIGARH,205,1713256038.7094367
HARYANA,5593,1713256038.7094367
HIMACHAL,1188,1713256038.7094367
J & K,2158,1713256038.7094367
PUNJAB,5402,1713256038.7094367
RAJASTHAN,12062,1713256038.7094367
UTTARAKHAND,1358,1713256038.7094367
UTTAR-PRADESH,14037,1713256038.7094367
CHANDIGARH,203,1713256907.6107504
HARYANA,5656,1713256907.6107504
HIMACHAL,1159,1713256907.6107504
J & K,2222,1713256907.6107504
PUNJAB,5429,1713256907.6107504
RAJASTHAN,12030,1713256907.6107504
UTTARAKHAND,1366,1713256907.6107504
UTTAR-PRADESH,13852,1713256907.6107504
CHANDIGARH,203,1713257840.0696633
HARYANA,5786,1713257840.0696633
HIMACHAL,1206,1713257840.0696633
J & K,2092,1713257840.0696633
PUNJAB,5514,1713257840.0696633
RAJASTHAN,12124,1713257840.0696633
UTTARAKHAND,1373,1713257840.0696633
UTTAR-PRADESH,13988,1713257840.0696633
CHANDIGARH,204,1713258707.380524
HARYANA,5767,1713258707.380524
HIMACHAL,1219,1713258707.380524
J & K,2083,1713258707.380524
PUNJAB,5650,1713258707.380524
RAJASTHAN,12297,1713258707.380524
UTTARAKHAND,1403,1713258707.380524
UTTAR-PRADESH,14050,1713258707.380524
CHANDIGARH,211,1713259607.3737743
HARYANA,5869,1713259607.3737743
HIMACHAL,1204,1713259607.3737743
J & K,2059,1713259607.3737743
PUNJAB,5680,1713259607.3737743
RAJASTHAN,12384,1713259607.3737743
UTTARAKHAND,1473,1713259607.3737743
UTTAR-PRADESH,13770,1713259607.3737743
CHANDIGARH,214,1713260507.0692132
HARYANA,5880,1713260507.0692132
HIMACHAL,1170,1713260507.0692132
J & K,2093,1713260507.0692132
PUNJAB,5759,1713260507.0692132
RAJASTHAN,12227,1713260507.0692132
UTTARAKHAND,1473,1713260507.0692132
UTTAR-PRADESH,13574,1713260507.0692132
CHANDIGARH,215,1713261439.147305
HARYANA,5968,1713261439.147305
HIMACHAL,1234,1713261439.147305
J & K,2161,1713261439.147305
PUNJAB,5760,1713261439.147305
RAJASTHAN,12260,1713261439.147305
UTTARAKHAND,1482,1713261439.147305
UTTAR-PRADESH,13592,1713261439.147305
CHANDIGARH,217,1713262307.5459256
HARYANA,5965,1713262307.5459256
HIMACHAL,1227,1713262307.5459256
J & K,2149,1713262307.5459256
PUNJAB,5839,1713262307.5459256
RAJASTHAN,12319,1713262307.5459256
UTTARAKHAND,1529,1713262307.5459256
UTTAR-PRADESH,13546,1713262307.5459256
CHANDIGARH,218,1713263207.9418278
HARYANA,6090,1713263207.9418278
HIMACHAL,1211,1713263207.9418278
J & K,2125,1713263207.9418278
PUNJAB,5883,1713263207.9418278
RAJASTHAN,12254,1713263207.9418278
UTTARAKHAND,1551,1713263207.9418278
UTTAR-PRADESH,13592,1713263207.9418278
CHANDIGARH,216,1713264139.0766191
HARYANA,5826,1713264139.0766191
HIMACHAL,1228,1713264139.0766191
J & K,2091,1713264139.0766191
PUNJAB,5878,1713264139.0766191
RAJASTHAN,11925,1713264139.0766191
UTTARAKHAND,1592,1713264139.0766191
UTTAR-PRADESH,13603,1713264139.0766191
CHANDIGARH,222,1713265007.5813494
HARYANA,5722,1713265007.5813494
HIMACHAL,1134,1713265007.5813494
J & K,2015,1713265007.5813494
PUNJAB,5989,1713265007.5813494
RAJASTHAN,11855,1713265007.5813494
UTTARAKHAND,1633,1713265007.5813494
UTTAR-PRADESH,13521,1713265007.5813494
CHANDIGARH,222,1713265978.8752282
HARYANA,5811,1713265978.8752282
HIMACHAL,1253,1713265978.8752282
J & K,2070,1713265978.8752282
PUNJAB,5999,1713265978.8752282
RAJASTHAN,11761,1713265978.8752282
UTTARAKHAND,1660,1713265978.8752282
UTTAR-PRADESH,13745,1713265978.8752282
CHANDIGARH,217,1713266807.4852827
HARYANA,5912,1713266807.4852827
HIMACHAL,1242,1713266807.4852827
J & K,2148,1713266807.4852827
PUNJAB,6073,1713266807.4852827
RAJASTHAN,11596,1713266807.4852827
UTTARAKHAND,1670,1713266807.4852827
UTTAR-PRADESH,13938,1713266807.4852827
CHANDIGARH,223,1713267738.9877317
HARYANA,6035,1713267738.9877317
HIMACHAL,1227,1713267738.9877317
J & K,2204,1713267738.9877317
PUNJAB,6066,1713267738.9877317
RAJASTHAN,11347,1713267738.9877317
UTTARAKHAND,1693,1713267738.9877317
UTTAR-PRADESH,14265,1713267738.9877317
CHANDIGARH,217,1713268607.486346
HARYANA,6151,1713268607.486346
HIMACHAL,1248,1713268607.486346
J & K,2213,1713268607.486346
PUNJAB,6127,1713268607.486346
RAJASTHAN,11272,1713268607.486346
UTTARAKHAND,1751,1713268607.486346
UTTAR-PRADESH,14688,1713268607.486346
CHANDIGARH,216,1713269507.7957976
HARYANA,6208,1713269507.7957976
HIMACHAL,1308,1713269507.7957976
J & K,2221,1713269507.7957976
PUNJAB,6223,1713269507.7957976
RAJASTHAN,11114,1713269507.7957976
UTTARAKHAND,1776,1713269507.7957976
UTTAR-PRADESH,15193,1713269507.7957976
CHANDIGARH,216,1713270407.2995956
HARYANA,6195,1713270407.2995956
HIMACHAL,1316,1713270407.2995956
J & K,2046,1713270407.2995956
PUNJAB,6213,1713270407.2995956
RAJASTHAN,11007,1713270407.2995956
UTTARAKHAND,1775,1713270407.2995956
UTTAR-PRADESH,15781,1713270407.2995956
CHANDIGARH,213,1713271338.8816245
HARYANA,6681,1713271338.8816245
HIMACHAL,1258,1713271338.8816245
J & K,2169,1713271338.8816245
PUNJAB,6317,1713271338.8816245
RAJASTHAN,10767,1713271338.8816245
UTTARAKHAND,1795,1713271338.8816245
UTTAR-PRADESH,16871,1713271338.8816245
CHANDIGARH,217,1713272207.5753496
HARYANA,6986,1713272207.5753496
HIMACHAL,1300,1713272207.5753496
J & K,2200,1713272207.5753496
PUNJAB,6385,1713272207.5753496
RAJASTHAN,10527,1713272207.5753496
UTTARAKHAND,1805,1713272207.5753496
UTTAR-PRADESH,17754,1713272207.5753496
CHANDIGARH,217,1713273108.0729911
HARYANA,7171,1713273108.0729911
HIMACHAL,1279,1713273108.0729911
J & K,2300,1713273108.0729911
PUNJAB,6537,1713273108.0729911
RAJASTHAN,10435,1713273108.0729911
UTTARAKHAND,1899,1713273108.0729911
UTTAR-PRADESH,18706,1713273108.0729911
CHANDIGARH,220,1713274007.372374
HARYANA,7429,1713274007.372374
HIMACHAL,1291,1713274007.372374
J & K,2287,1713274007.372374
PUNJAB,6718,1713274007.372374
RAJASTHAN,10624,1713274007.372374
UTTARAKHAND,1894,1713274007.372374
UTTAR-PRADESH,19903,1713274007.372374
CHANDIGARH,225,1713275848.7469897
HARYANA,8131,1713275848.7469897
HIMACHAL,1363,1713275848.7469897
J & K,2237,1713275848.7469897
PUNJAB,7102,1713275848.7469897
RAJASTHAN,11230,1713275848.7469897
UTTARAKHAND,1980,1713275848.7469897
UTTAR-PRADESH,21970,1713275848.7469897
CHANDIGARH,223,1713276707.6376154
HARYANA,8082,1713276707.6376154
HIMACHAL,1340,1713276707.6376154
J & K,2229,1713276707.6376154
PUNJAB,7195,1713276707.6376154
RAJASTHAN,11402,1713276707.6376154
UTTARAKHAND,1969,1713276707.6376154
UTTAR-PRADESH,22392,1713276707.6376154
CHANDIGARH,223,1713277607.7447472
HARYANA,8016,1713277607.7447472
HIMACHAL,1348,1713277607.7447472
J & K,2309,1713277607.7447472
PUNJAB,7091,1713277607.7447472
RAJASTHAN,11433,1713277607.7447472
UTTARAKHAND,1979,1713277607.7447472
UTTAR-PRADESH,22649,1713277607.7447472
CHANDIGARH,214,1713278507.4490392
HARYANA,8044,1713278507.4490392
HIMACHAL,1319,1713278507.4490392
J & K,2364,1713278507.4490392
PUNJAB,6775,1713278507.4490392
RAJASTHAN,11318,1713278507.4490392
UTTARAKHAND,1923,1713278507.4490392
UTTAR-PRADESH,22653,1713278507.4490392
CHANDIGARH,212,1713279407.237556
HARYANA,8210,1713279407.237556
HIMACHAL,1314,1713279407.237556
J & K,2506,1713279407.237556
PUNJAB,6680,1713279407.237556
RAJASTHAN,11228,1713279407.237556
UTTARAKHAND,1880,1713279407.237556
UTTAR-PRADESH,22653,1713279407.237556
CHANDIGARH,207,1713280342.6898854
HARYANA,8286,1713280342.6898854
HIMACHAL,1292,1713280342.6898854
J & K,2529,1713280342.6898854
PUNJAB,6567,1713280342.6898854
RAJASTHAN,11168,1713280342.6898854
UTTARAKHAND,1880,1713280342.6898854
UTTAR-PRADESH,22549,1713280342.6898854
CHANDIGARH,204,1713281207.6977367
HARYANA,8403,1713281207.6977367
HIMACHAL,1252,1713281207.6977367
J & K,2461,1713281207.6977367
PUNJAB,6491,1713281207.6977367
RAJASTHAN,11139,1713281207.6977367
UTTARAKHAND,1840,1713281207.6977367
UTTAR-PRADESH,22575,1713281207.6977367
CHANDIGARH,194,1713282107.590822
HARYANA,8401,1713282107.590822
HIMACHAL,1249,1713282107.590822
J & K,2487,1713282107.590822
PUNJAB,6413,1713282107.590822
RAJASTHAN,11119,1713282107.590822
UTTARAKHAND,1812,1713282107.590822
UTTAR-PRADESH,22538,1713282107.590822
CHANDIGARH,192,1713283038.7052448
HARYANA,8382,1713283038.7052448
HIMACHAL,1255,1713283038.7052448
J & K,2520,1713283038.7052448
PUNJAB,6297,1713283038.7052448
RAJASTHAN,11071,1713283038.7052448
UTTARAKHAND,1801,1713283038.7052448
UTTAR-PRADESH,22583,1713283038.7052448
CHANDIGARH,187,1713283907.706016
HARYANA,8390,1713283907.706016
HIMACHAL,1214,1713283907.706016
J & K,2498,1713283907.706016
PUNJAB,6248,1713283907.706016
RAJASTHAN,11051,1713283907.706016
UTTARAKHAND,1780,1713283907.706016
UTTAR-PRADESH,22620,1713283907.706016
CHANDIGARH,185,1713284807.5111022
HARYANA,8308,1713284807.5111022
HIMACHAL,1212,1713284807.5111022
J & K,2364,1713284807.5111022
PUNJAB,6164,1713284807.5111022
RAJASTHAN,11010,1713284807.5111022
UTTARAKHAND,1760,1713284807.5111022
UTTAR-PRADESH,22562,1713284807.5111022
CHANDIGARH,182,1713285738.8833125
HARYANA,8218,1713285738.8833125
HIMACHAL,1173,1713285738.8833125
J & K,2421,1713285738.8833125
PUNJAB,6085,1713285738.8833125
RAJASTHAN,11041,1713285738.8833125
UTTARAKHAND,1718,1713285738.8833125
UTTAR-PRADESH,22514,1713285738.8833125
CHANDIGARH,180,1713286607.5737488
HARYANA,8212,1713286607.5737488
HIMACHAL,1146,1713286607.5737488
J & K,2326,1713286607.5737488
PUNJAB,6011,1713286607.5737488
RAJASTHAN,11372,1713286607.5737488
UTTARAKHAND,1733,1713286607.5737488
UTTAR-PRADESH,22558,1713286607.5737488
CHANDIGARH,178,1713287507.872942
HARYANA,8079,1713287507.872942
HIMACHAL,1147,1713287507.872942
J & K,2354,1713287507.872942
PUNJAB,5990,1713287507.872942
RAJASTHAN,11411,1713287507.872942
UTTARAKHAND,1691,1713287507.872942
UTTAR-PRADESH,22429,1713287507.872942
CHANDIGARH,175,1713288407.3773284
HARYANA,7956,1713288407.3773284
HIMACHAL,1156,1713288407.3773284
J & K,2206,1713288407.3773284
PUNJAB,5941,1713288407.3773284
RAJASTHAN,11276,1713288407.3773284
UTTARAKHAND,1682,1713288407.3773284
UTTAR-PRADESH,22365,1713288407.3773284
CHANDIGARH,174,1713289307.0754585
HARYANA,7871,1713289307.0754585
HIMACHAL,1093,1713289307.0754585
J & K,2142,1713289307.0754585
PUNJAB,5870,1713289307.0754585
RAJASTHAN,11208,1713289307.0754585
UTTARAKHAND,1642,1713289307.0754585
UTTAR-PRADESH,22258,1713289307.0754585
CHANDIGARH,170,1713290239.0325246
HARYANA,7795,1713290239.0325246
HIMACHAL,1074,1713290239.0325246
J & K,2077,1713290239.0325246
PUNJAB,5826,1713290239.0325246
RAJASTHAN,11151,1713290239.0325246
UTTARAKHAND,1614,1713290239.0325246
UTTAR-PRADESH,22180,1713290239.0325246
CHANDIGARH,169,1713291107.830373
HARYANA,7638,1713291107.830373
HIMACHAL,1063,1713291107.830373
J & K,2064,1713291107.830373
PUNJAB,5740,1713291107.830373
RAJASTHAN,11047,1713291107.830373
UTTARAKHAND,1593,1713291107.830373
UTTAR-PRADESH,21888,1713291107.830373
CHANDIGARH,164,1713292058.5813136
HARYANA,7550,1713292058.5813136
HIMACHAL,1021,1713292058.5813136
J & K,1984,1713292058.5813136
PUNJAB,5707,1713292058.5813136
RAJASTHAN,10951,1713292058.5813136
UTTARAKHAND,1600,1713292058.5813136
UTTAR-PRADESH,21763,1713292058.5813136
CHANDIGARH,161,1713292907.5720987
HARYANA,7457,1713292907.5720987
HIMACHAL,1002,1713292907.5720987
J & K,2106,1713292907.5720987
PUNJAB,5675,1713292907.5720987
RAJASTHAN,10850,1713292907.5720987
UTTARAKHAND,1554,1713292907.5720987
UTTAR-PRADESH,21638,1713292907.5720987
CHANDIGARH,158,1713293838.906454
HARYANA,7390,1713293838.906454
HIMACHAL,963,1713293838.906454
J & K,2031,1713293838.906454
PUNJAB,5597,1713293838.906454
RAJASTHAN,10778,1713293838.906454
UTTARAKHAND,1545,1713293838.906454
UTTAR-PRADESH,21405,1713293838.906454
CHANDIGARH,157,1713294707.511079
HARYANA,7324,1713294707.511079
HIMACHAL,949,1713294707.511079
J & K,1974,1713294707.511079
PUNJAB,5561,1713294707.511079
RAJASTHAN,10735,1713294707.511079
UTTARAKHAND,1518,1713294707.511079
UTTAR-PRADESH,21206,1713294707.511079
CHANDIGARH,153,1713296538.9315085
HARYANA,7181,1713296538.9315085
HIMACHAL,987,1713296538.9315085
J & K,1904,1713296538.9315085
PUNJAB,5449,1713296538.9315085
RAJASTHAN,10438,1713296538.9315085
UTTARAKHAND,1487,1713296538.9315085
UTTAR-PRADESH,20780,1713296538.9315085
CHANDIGARH,152,1713297407.640293
HARYANA,7048,1713297407.640293
HIMACHAL,949,1713297407.640293
J & K,1930,1713297407.640293
PUNJAB,5472,1713297407.640293
RAJASTHAN,10384,1713297407.640293
UTTARAKHAND,1491,1713297407.640293
UTTAR-PRADESH,20580,1713297407.640293
CHANDIGARH,148,1713298307.5336318
HARYANA,7061,1713298307.5336318
HIMACHAL,957,1713298307.5336318
J & K,1833,1713298307.5336318
PUNJAB,5401,1713298307.5336318
RAJASTHAN,10323,1713298307.5336318
UTTARAKHAND,1497,1713298307.5336318
UTTAR-PRADESH,20446,1713298307.5336318
CHANDIGARH,147,1713299207.558196
HARYANA,6991,1713299207.558196
HIMACHAL,963,1713299207.558196
J & K,1828,1713299207.558196
PUNJAB,5396,1713299207.558196
RAJASTHAN,10228,1713299207.558196
UTTARAKHAND,1492,1713299207.558196
UTTAR-PRADESH,20278,1713299207.558196
CHANDIGARH,144,1713300159.1259644
HARYANA,6875,1713300159.1259644
HIMACHAL,1041,1713300159.1259644
J & K,1808,1713300159.1259644
PUNJAB,5232,1713300159.1259644
RAJASTHAN,10148,1713300159.1259644
UTTARAKHAND,1490,1713300159.1259644
UTTAR-PRADESH,20018,1713300159.1259644
CHANDIGARH,144,1713301007.638958
HARYANA,6860,1713301007.638958
HIMACHAL,1017,1713301007.638958
J & K,1789,1713301007.638958
PUNJAB,5414,1713301007.638958
RAJASTHAN,10095,1713301007.638958
UTTARAKHAND,1474,1713301007.638958
UTTAR-PRADESH,19872,1713301007.638958
CHANDIGARH,142,1713301939.2406135
HARYANA,6825,1713301939.2406135
HIMACHAL,1007,1713301939.2406135
J & K,1809,1713301939.2406135
PUNJAB,5343,1713301939.2406135
RAJASTHAN,10041,1713301939.2406135
UTTARAKHAND,1483,1713301939.2406135
UTTAR-PRADESH,19654,1713301939.2406135
CHANDIGARH,142,1713302807.8516314
HARYANA,6800,1713302807.8516314
HIMACHAL,1030,1713302807.8516314
J & K,1810,1713302807.8516314
PUNJAB,5314,1713302807.8516314
RAJASTHAN,9892,1713302807.8516314
UTTARAKHAND,1492,1713302807.8516314
UTTAR-PRADESH,19559,1713302807.8516314
CHANDIGARH,145,1713303707.5428889
HARYANA,6740,1713303707.5428889
HIMACHAL,1015,1713303707.5428889
J & K,1838,1713303707.5428889
PUNJAB,5331,1713303707.5428889
RAJASTHAN,9931,1713303707.5428889
UTTARAKHAND,1481,1713303707.5428889
UTTAR-PRADESH,19457,1713303707.5428889
CHANDIGARH,143,1713304638.7672832
HARYANA,6727,1713304638.7672832
HIMACHAL,962,1713304638.7672832
J & K,1844,1713304638.7672832
PUNJAB,5399,1713304638.7672832
RAJASTHAN,9881,1713304638.7672832
UTTARAKHAND,1469,1713304638.7672832
UTTAR-PRADESH,19341,1713304638.7672832
CHANDIGARH,144,1713305507.862457
HARYANA,6692,1713305507.862457
HIMACHAL,1029,1713305507.862457
J & K,1847,1713305507.862457
PUNJAB,5422,1713305507.862457
RAJASTHAN,9842,1713305507.862457
UTTARAKHAND,1471,1713305507.862457
UTTAR-PRADESH,19284,1713305507.862457
CHANDIGARH,144,1713306407.8643847
HARYANA,6722,1713306407.8643847
HIMACHAL,1029,1713306407.8643847
J & K,1849,1713306407.8643847
PUNJAB,5445,1713306407.8643847
RAJASTHAN,9734,1713306407.8643847
UTTARAKHAND,1458,1713306407.8643847
UTTAR-PRADESH,19261,1713306407.8643847
CHANDIGARH,146,1713307338.6100883
HARYANA,6547,1713307338.6100883
HIMACHAL,1053,1713307338.6100883
J & K,1860,1713307338.6100883
PUNJAB,5511,1713307338.6100883
RAJASTHAN,9539,1713307338.6100883
UTTARAKHAND,1467,1713307338.6100883
UTTAR-PRADESH,19204,1713307338.6100883
CHANDIGARH,147,1713308207.2101712
HARYANA,6560,1713308207.2101712
HIMACHAL,1079,1713308207.2101712
J & K,1888,1713308207.2101712
PUNJAB,5591,1713308207.2101712
RAJASTHAN,9739,1713308207.2101712
UTTARAKHAND,1484,1713308207.2101712
UTTAR-PRADESH,19138,1713308207.2101712
CHANDIGARH,147,1713309107.7004821
HARYANA,6547,1713309107.7004821
HIMACHAL,1073,1713309107.7004821
J & K,1952,1713309107.7004821
PUNJAB,5962,1713309107.7004821
RAJASTHAN,9834,1713309107.7004821
UTTARAKHAND,1502,1713309107.7004821
UTTAR-PRADESH,19133,1713309107.7004821
CHANDIGARH,145,1713310007.198192
HARYANA,6617,1713310007.198192
HIMACHAL,1089,1713310007.198192
J & K,2058,1713310007.198192
PUNJAB,6145,1713310007.198192
RAJASTHAN,9882,1713310007.198192
UTTARAKHAND,1525,1713310007.198192
UTTAR-PRADESH,19181,1713310007.198192
CHANDIGARH,150,1713310907.501375
HARYANA,6685,1713310907.501375
HIMACHAL,1136,1713310907.501375
J & K,2177,1713310907.501375
PUNJAB,6436,1713310907.501375
RAJASTHAN,10036,1713310907.501375
UTTARAKHAND,1563,1713310907.501375
UTTAR-PRADESH,19078,1713310907.501375
CHANDIGARH,152,1713311807.5969012
HARYANA,6827,1713311807.5969012
HIMACHAL,1227,1713311807.5969012
J & K,2118,1713311807.5969012
PUNJAB,6795,1713311807.5969012
RAJASTHAN,10464,1713311807.5969012
UTTARAKHAND,1605,1713311807.5969012
UTTAR-PRADESH,19044,1713311807.5969012
CHANDIGARH,156,1713312738.5783682
HARYANA,7005,1713312738.5783682
HIMACHAL,1276,1713312738.5783682
J & K,2139,1713312738.5783682
PUNJAB,7167,1713312738.5783682
RAJASTHAN,10878,1713312738.5783682
UTTARAKHAND,1685,1713312738.5783682
UTTAR-PRADESH,18794,1713312738.5783682
CHANDIGARH,156,1713313607.5796974
HARYANA,7093,1713313607.5796974
HIMACHAL,1359,1713313607.5796974
J & K,2268,1713313607.5796974
PUNJAB,7443,1713313607.5796974
RAJASTHAN,11068,1713313607.5796974
UTTARAKHAND,1722,1713313607.5796974
UTTAR-PRADESH,18520,1713313607.5796974
CHANDIGARH,159,1713314568.6459086
HARYANA,7010,1713314568.6459086
HIMACHAL,1323,1713314568.6459086
J & K,2274,1713314568.6459086
PUNJAB,7617,1713314568.6459086
RAJASTHAN,11246,1713314568.6459086
UTTARAKHAND,1785,1713314568.6459086
UTTAR-PRADESH,17750,1713314568.6459086
CHANDIGARH,163,1713315407.5580268
HARYANA,7056,1713315407.5580268
HIMACHAL,1477,1713315407.5580268
J & K,2325,1713315407.5580268
PUNJAB,7984,1713315407.5580268
RAJASTHAN,11280,1713315407.5580268
UTTARAKHAND,1864,1713315407.5580268
UTTAR-PRADESH,17420,1713315407.5580268
CHANDIGARH,166,1713316307.7469552
HARYANA,6804,1713316307.7469552
HIMACHAL,1545,1713316307.7469552
J & K,2276,1713316307.7469552
PUNJAB,8136,1713316307.7469552
RAJASTHAN,11703,1713316307.7469552
UTTARAKHAND,1876,1713316307.7469552
UTTAR-PRADESH,17161,1713316307.7469552
CHANDIGARH,168,1713317207.6497254
HARYANA,6727,1713317207.6497254
HIMACHAL,1575,1713317207.6497254
J & K,2369,1713317207.6497254
PUNJAB,8267,1713317207.6497254
RAJASTHAN,12158,1713317207.6497254
UTTARAKHAND,1826,1713317207.6497254
UTTAR-PRADESH,16941,1713317207.6497254
CHANDIGARH,168,1713318107.4609325
HARYANA,6736,1713318107.4609325
HIMACHAL,1576,1713318107.4609325
J & K,2414,1713318107.4609325
PUNJAB,8255,1713318107.4609325
RAJASTHAN,12216,1713318107.4609325
UTTARAKHAND,1846,1713318107.4609325
UTTAR-PRADESH,16873,1713318107.4609325
CHANDIGARH,169,1713319007.3609006
HARYANA,6216,1713319007.3609006
HIMACHAL,1588,1713319007.3609006
J & K,2446,1713319007.3609006
PUNJAB,8254,1713319007.3609006
RAJASTHAN,12569,1713319007.3609006
UTTARAKHAND,1807,1713319007.3609006
UTTAR-PRADESH,16684,1713319007.3609006
CHANDIGARH,171,1713319944.0847535
HARYANA,6087,1713319944.0847535
HIMACHAL,1615,1713319944.0847535
J & K,2596,1713319944.0847535
PUNJAB,8206,1713319944.0847535
RAJASTHAN,12817,1713319944.0847535
UTTARAKHAND,1803,1713319944.0847535
UTTAR-PRADESH,16792,1713319944.0847535
CHANDIGARH,170,1713320807.1942801
HARYANA,5945,1713320807.1942801
HIMACHAL,1636,1713320807.1942801
J & K,2533,1713320807.1942801
PUNJAB,8088,1713320807.1942801
RAJASTHAN,12904,1713320807.1942801
UTTARAKHAND,1776,1713320807.1942801
UTTAR-PRADESH,16773,1713320807.1942801
CHANDIGARH,171,1713321707.9908698
HARYANA,5596,1713321707.9908698
HIMACHAL,1580,1713321707.9908698
J & K,2527,1713321707.9908698
PUNJAB,7988,1713321707.9908698
RAJASTHAN,12761,1713321707.9908698
UTTARAKHAND,1711,1713321707.9908698
UTTAR-PRADESH,16803,1713321707.9908698
CHANDIGARH,172,1713322607.7816603
HARYANA,5580,1713322607.7816603
HIMACHAL,1609,1713322607.7816603
J & K,2532,1713322607.7816603
PUNJAB,7944,1713322607.7816603
RAJASTHAN,12647,1713322607.7816603
UTTARAKHAND,1713,1713322607.7816603
UTTAR-PRADESH,16794,1713322607.7816603
CHANDIGARH,168,1713323542.2872455
HARYANA,5531,1713323542.2872455
HIMACHAL,1594,1713323542.2872455
J & K,2447,1713323542.2872455
PUNJAB,7160,1713323542.2872455
RAJASTHAN,12500,1713323542.2872455
UTTARAKHAND,1691,1713323542.2872455
UTTAR-PRADESH,16532,1713323542.2872455
CHANDIGARH,167,1713324407.292449
HARYANA,5604,1713324407.292449
HIMACHAL,1586,1713324407.292449
J & K,2415,1713324407.292449
PUNJAB,7144,1713324407.292449
RAJASTHAN,12787,1713324407.292449
UTTARAKHAND,1699,1713324407.292449
UTTAR-PRADESH,16234,1713324407.292449
CHANDIGARH,163,1713325308.0824497
HARYANA,5388,1713325308.0824497
HIMACHAL,1626,1713325308.0824497
J & K,2483,1713325308.0824497
PUNJAB,6667,1713325308.0824497
RAJASTHAN,12958,1713325308.0824497
UTTARAKHAND,1670,1713325308.0824497
UTTAR-PRADESH,16184,1713325308.0824497
CHANDIGARH,162,1713326207.5943933
HARYANA,5484,1713326207.5943933
HIMACHAL,1613,1713326207.5943933
J & K,2517,1713326207.5943933
PUNJAB,6518,1713326207.5943933
RAJASTHAN,13309,1713326207.5943933
UTTARAKHAND,1618,1713326207.5943933
UTTAR-PRADESH,16060,1713326207.5943933
CHANDIGARH,161,1713327106.9951634
HARYANA,5558,1713327106.9951634
HIMACHAL,1580,1713327106.9951634
J & K,2473,1713327106.9951634
PUNJAB,6540,1713327106.9951634
RAJASTHAN,13537,1713327106.9951634
UTTARAKHAND,1610,1713327106.9951634
